name,link_id,from_node_id,to_node_id,link_key,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
South River Drive,7433a,1629,2919,1629 2919,1,0.055342505,1,29,699,residential,6,"LINESTRING (-111.8962848 33.3837344, -111.8963384 33.3833525, -111.8963964 33.3829389)"
South River Drive,7433b,2919,1629,2919 1629,1,0.055342505,1,29,699,residential,6,"LINESTRING (-111.8963964 33.3829389, -111.8963384 33.3833525, -111.8962848 33.3837344)"
East Carson Drive,7441a,1631,1632,1631 1632,1,0.103973269,1,29,699,residential,6,"LINESTRING (-111.9309884 33.3835349, -111.9305077 33.3833916, -111.9298563 33.3831189, -111.9295559 33.3830257, -111.9293147 33.3830046)"
East Carson Drive,7441b,1632,1631,1632 1631,1,0.103973269,1,29,699,residential,6,"LINESTRING (-111.9293147 33.3830046, -111.9295559 33.3830257, -111.9298563 33.3831189, -111.9305077 33.3833916, -111.9309884 33.3835349)"
South Ventura Drive,7445a,1631,3232,1631 3232,1,0.055322621,1,29,699,residential,6,"LINESTRING (-111.9309884 33.3835349, -111.931123 33.3831953, -111.9312897 33.3827748)"
South Ventura Drive,7445b,3232,1631,3232 1631,1,0.055322621,1,29,699,residential,6,"LINESTRING (-111.9312897 33.3827748, -111.931123 33.3831953, -111.9309884 33.3835349)"
South la Rosa Drive,7449a,1632,3234,1632 3234,1,0.062587408,1,29,699,residential,6,"LINESTRING (-111.9293147 33.3830046, -111.9293327 33.3828393, -111.9294014 33.3825957, -111.9294239 33.3825515, -111.9295216 33.3823592, -111.9296761 33.3821656)"
South la Rosa Drive,7449b,3234,1632,3234 1632,1,0.062587408,1,29,699,residential,6,"LINESTRING (-111.9296761 33.3821656, -111.9295216 33.3823592, -111.9294239 33.3825515, -111.9294014 33.3825957, -111.9293327 33.3828393, -111.9293147 33.3830046)"
East Loma Vista Drive,7457a,1635,1636,1635 1636,1,0.045546134,1,29,699,residential,6,"LINESTRING (-111.9005276 33.4017012, -111.9001206 33.40165, -111.899743 33.4016357)"
East Loma Vista Drive,7457b,1636,1635,1636 1635,1,0.045546134,1,29,699,residential,6,"LINESTRING (-111.899743 33.4016357, -111.9001206 33.40165, -111.9005276 33.4017012)"
South Country Club Way,7463a,1635,3046,1635 3046,1,0.054952888,1,29,699,residential,6,"LINESTRING (-111.9005276 33.4017012, -111.9005276 33.402105, -111.9005276 33.4024965)"
South Country Club Way,7463b,3046,1635,3046 1635,1,0.054952888,1,29,699,residential,6,"LINESTRING (-111.9005276 33.4024965, -111.9005276 33.402105, -111.9005276 33.4017012)"
East Loma Vista Drive,7465a,1636,1637,1636 1637,1,0.036148081,1,29,699,residential,6,"LINESTRING (-111.899743 33.4016357, -111.8991164 33.4016429)"
East Loma Vista Drive,7465b,1637,1636,1637 1636,1,0.036148081,1,29,699,residential,6,"LINESTRING (-111.8991164 33.4016429, -111.899743 33.4016357)"
East Loma Vista Drive,7473a,1637,1639,1637 1639,1,0.134211836,1,29,699,residential,6,"LINESTRING (-111.8991164 33.4016429, -111.8977689 33.40165, -111.8974856 33.4017503, -111.8969313 33.4020666)"
East Loma Vista Drive,7473b,1639,1637,1639 1637,1,0.134211836,1,29,699,residential,6,"LINESTRING (-111.8969313 33.4020666, -111.8974856 33.4017503, -111.8977689 33.40165, -111.8991164 33.4016429)"
South Fairfield Drive,7475a,1637,2984,1637 2984,1,0.057396854,1,29,699,residential,6,"LINESTRING (-111.8991164 33.4016429, -111.8991237 33.4020439, -111.899125 33.4021158, -111.8990735 33.4022949, -111.8989447 33.4024311)"
South Fairfield Drive,7475b,2984,1637,2984 1637,1,0.057396854,1,29,699,residential,6,"LINESTRING (-111.8989447 33.4024311, -111.8990735 33.4022949, -111.899125 33.4021158, -111.8991237 33.4020439, -111.8991164 33.4016429)"
East Apollo Road,7477a,1638,1640,1638 1640,1,0.05151841,1,29,699,residential,6,"LINESTRING (-111.98234 33.3873642, -111.9814474 33.3873857)"
East Apollo Road,7477b,1640,1638,1640 1638,1,0.05151841,1,29,699,residential,6,"LINESTRING (-111.9814474 33.3873857, -111.98234 33.3873642)"
South 46th Place,7481a,1638,1840,1638 1840,1,0.183148329,1,29,699,residential,6,"LINESTRING (-111.98234 33.3873642, -111.98234 33.3872365, -111.98234 33.386239, -111.980529 33.3864397)"
South 46th Place,7481b,1840,1638,1840 1638,1,0.183148329,1,29,699,residential,6,"LINESTRING (-111.980529 33.3864397, -111.98234 33.386239, -111.98234 33.3872365, -111.98234 33.3873642)"
East Loma Vista Drive,7483a,1639,2624,1639 2624,1,0.051465591,1,29,699,residential,6,"LINESTRING (-111.8969313 33.4020666, -111.8966394 33.4022314, -111.8963734 33.4023246, -111.8961244 33.4023532)"
East Loma Vista Drive,7483b,2624,1639,2624 1639,1,0.051465591,1,29,699,residential,6,"LINESTRING (-111.8961244 33.4023532, -111.8963734 33.4023246, -111.8966394 33.4022314, -111.8969313 33.4020666)"
East Apollo Road,7491a,1640,1837,1640 1837,1,0.052489658,1,29,699,residential,6,"LINESTRING (-111.9814474 33.3873857, -111.9805376 33.3873857)"
East Apollo Road,7491b,1837,1640,1837 1640,1,0.052489658,1,29,699,residential,6,"LINESTRING (-111.9805376 33.3873857, -111.9814474 33.3873857)"
South 46th Way,7495a,1640,2995,1640 2995,1,0.023278887,1,29,699,residential,6,"LINESTRING (-111.9814474 33.3873857, -111.9814474 33.3870488)"
South 46th Way,7495b,2995,1640,2995 1640,1,0.023278887,1,29,699,residential,6,"LINESTRING (-111.9814474 33.3870488, -111.9814474 33.3873857)"
East Apollo Road,7497a,1641,3136,1641 3136,1,0.027237205,1,29,699,residential,6,"LINESTRING (-111.9789926 33.3873928, -111.9785205 33.3873928)"
East Apollo Road,7497b,3136,1641,3136 1641,1,0.027237205,1,29,699,residential,6,"LINESTRING (-111.9785205 33.3873928, -111.9789926 33.3873928)"
East Apollo Road,7499a,1641,1837,1641 1837,1,0.089137966,1,29,699,residential,6,"LINESTRING (-111.9789926 33.3873928, -111.9805376 33.3873857)"
East Apollo Road,7499b,1837,1641,1837 1641,1,0.089137966,1,29,699,residential,6,"LINESTRING (-111.9805376 33.3873857, -111.9789926 33.3873928)"
South 47th Place,7501a,1641,1840,1641 1840,1,0.137322565,1,29,699,residential,6,"LINESTRING (-111.9789926 33.3873928, -111.9789926 33.3867192, -111.9797201 33.3865628, -111.980529 33.3864397)"
South 47th Place,7501b,1840,1641,1840 1641,1,0.137322565,1,29,699,residential,6,"LINESTRING (-111.980529 33.3864397, -111.9797201 33.3865628, -111.9789926 33.3867192, -111.9789926 33.3873928)"
North Project Drive,7505,1642,948,1642 948,1,0.03008011,1,29,699,others,7,"LINESTRING (-111.9531162 33.4438879, -111.9530442 33.4439547, -111.953009 33.4440335, -111.9529709 33.4442064, -111.9530077 33.4442863)"
East Loma Vista Drive,7506a,1643,1644,1643 1644,1,0.175765476,1,29,699,residential,6,"LINESTRING (-111.9275537 33.4018506, -111.928017 33.4018484, -111.9306007 33.4018363)"
East Loma Vista Drive,7506b,1644,1643,1644 1643,1,0.175765476,1,29,699,residential,6,"LINESTRING (-111.9306007 33.4018363, -111.928017 33.4018484, -111.9275537 33.4018506)"
South Palm Drive,7510a,1643,2702,1643 2702,1,0.059286531,1,29,699,residential,6,"LINESTRING (-111.9275537 33.4018506, -111.9275451 33.4020154, -111.9275108 33.4021372, -111.9274421 33.4022519, -111.9274078 33.4024023, -111.9274078 33.4026889)"
South Palm Drive,7510b,2702,1643,2702 1643,1,0.059286531,1,29,699,residential,6,"LINESTRING (-111.9274078 33.4026889, -111.9274078 33.4024023, -111.9274421 33.4022519, -111.9275108 33.4021372, -111.9275451 33.4020154, -111.9275537 33.4018506)"
South Ventura Drive,7512a,1644,2205,1644 2205,1,0.009411103,1,29,699,residential,6,"LINESTRING (-111.9306007 33.4018363, -111.9306022 33.4017001)"
South Ventura Drive,7512b,2205,1644,2205 1644,1,0.009411103,1,29,699,residential,6,"LINESTRING (-111.9306022 33.4017001, -111.9306007 33.4018363)"
South Ventura Drive,7516a,1644,2254,1644 2254,1,0.049508181,1,29,699,residential,6,"LINESTRING (-111.9306007 33.4018363, -111.9306007 33.4021389, -111.9306007 33.4022406, -111.9306007 33.4025528)"
South Ventura Drive,7516b,2254,1644,2254 1644,1,0.049508181,1,29,699,residential,6,"LINESTRING (-111.9306007 33.4025528, -111.9306007 33.4022406, -111.9306007 33.4021389, -111.9306007 33.4018363)"
Superstition Freeway,7518,1645,1259,1645 1259,1,1.068634629,3,65,5397,motorway,1,"LINESTRING (-111.9676813 33.397497, -111.9677981 33.3966667, -111.9678444 33.3959126, -111.9679346 33.3951169, -111.9680118 33.3945762, -111.9680475 33.3942724, -111.9680848 33.3940065, -111.9681405 33.3936805, -111.9683122 33.393186, -111.9685096 33.392799, -111.9687048 33.3924824, -111.9689495 33.3920774, -111.9692563 33.3914375, -111.9693765 33.3910863, -111.9694451 33.3907208, -111.9694289 33.3903445, -111.9693774 33.3900722, -111.969283 33.3897641, -111.9691533 33.3894954, -111.9690427 33.3892982, -111.9689139 33.3891048, -111.9687938 33.3889614, -111.9686221 33.3887966, -111.968459 33.3886461, -111.9682778 33.3884992, -111.9680118 33.3883416, -111.9676942 33.3881768, -111.9673175 33.3880441, -111.9669045 33.3879331, -111.9663981 33.3878686, -111.9653022 33.3877757, -111.9641322 33.3876393, -111.9627675 33.3874744, -111.9613752 33.3872759)"
Maricopa Freeway,7519,1645,1758,1645 1758,1,0.360526959,4,65,7196,motorway,1,"LINESTRING (-111.9676813 33.397497, -111.9676889 33.3966653, -111.9677074 33.3959153, -111.9677419 33.3951222, -111.9677852 33.394279, -111.9678216 33.3931665, -111.9678416 33.3925001, -111.9678428 33.3922814)"
East Loma Vista Drive,7522a,1646,1647,1646 1647,1,0.037198868,1,29,699,residential,6,"LINESTRING (-111.934918 33.4010624, -111.9349823 33.4010617, -111.9355628 33.4010541)"
East Loma Vista Drive,7522b,1647,1646,1647 1646,1,0.037198868,1,29,699,residential,6,"LINESTRING (-111.9355628 33.4010541, -111.9349823 33.4010617, -111.934918 33.4010624)"
East Loma Vista Drive,7524a,1646,1857,1646 1857,1,0.126488456,1,29,699,residential,6,"LINESTRING (-111.934918 33.4010624, -111.9348019 33.4010624, -111.9342697 33.4010624, -111.9336992 33.4010624, -111.9332872 33.4010982, -111.9328666 33.401177, -111.9327461 33.4012147)"
East Loma Vista Drive,7524b,1857,1646,1857 1646,1,0.126488456,1,29,699,residential,6,"LINESTRING (-111.9327461 33.4012147, -111.9328666 33.401177, -111.9332872 33.4010982, -111.9336992 33.4010624, -111.9342697 33.4010624, -111.9348019 33.4010624, -111.934918 33.4010624)"
South College Avenue,7526a,1646,3194,1646 3194,1,0.062877602,1,25,799,tertiary,5,"LINESTRING (-111.934918 33.4010624, -111.934918 33.4002439, -111.934918 33.4001524)"
South College Avenue,7526b,3194,1646,3194 1646,1,0.062877602,1,25,799,tertiary,5,"LINESTRING (-111.934918 33.4001524, -111.934918 33.4002439, -111.934918 33.4010624)"
East Loma Vista Drive,7528a,1647,1659,1647 1659,1,0.017411007,1,29,699,residential,6,"LINESTRING (-111.9355628 33.4010541, -111.9355703 33.401306)"
East Loma Vista Drive,7528b,1659,1647,1659 1647,1,0.017411007,1,29,699,residential,6,"LINESTRING (-111.9355703 33.401306, -111.9355628 33.4010541)"
East Loma Vista Drive,7530a,1647,1658,1647 1658,1,0.023738723,1,29,699,residential,6,"LINESTRING (-111.9355628 33.4010541, -111.9355502 33.4007107)"
East Loma Vista Drive,7530b,1658,1647,1658 1647,1,0.023738723,1,29,699,residential,6,"LINESTRING (-111.9355502 33.4007107, -111.9355628 33.4010541)"
East Loma Vista Drive,7532a,1647,1648,1647 1648,1,0.047385478,1,29,699,residential,6,"LINESTRING (-111.9355628 33.4010541, -111.9358364 33.4010552, -111.9360939 33.4010982, -111.9363599 33.4011842)"
East Loma Vista Drive,7532b,1648,1647,1648 1647,1,0.047385478,1,29,699,residential,6,"LINESTRING (-111.9363599 33.4011842, -111.9360939 33.4010982, -111.9358364 33.4010552, -111.9355628 33.4010541)"
East Loma Vista Drive,7536a,1648,1652,1648 1652,1,0.034524984,1,29,699,residential,6,"LINESTRING (-111.9363599 33.4011842, -111.9364973 33.4008546, -111.9365059 33.4007041)"
East Loma Vista Drive,7536b,1652,1648,1652 1648,1,0.034524984,1,29,699,residential,6,"LINESTRING (-111.9365059 33.4007041, -111.9364973 33.4008546, -111.9363599 33.4011842)"
East Loma Vista Drive,7538a,1648,1649,1648 1649,1,0.052482201,1,29,699,residential,6,"LINESTRING (-111.9363599 33.4011842, -111.9366947 33.4012845, -111.9369522 33.401349, -111.9372354 33.4013777)"
East Loma Vista Drive,7538b,1649,1648,1649 1648,1,0.052482201,1,29,699,residential,6,"LINESTRING (-111.9372354 33.4013777, -111.9369522 33.401349, -111.9366947 33.4012845, -111.9363599 33.4011842)"
South Forest Avenue,7542a,1649,2704,1649 2704,1,0.051778155,1,29,699,residential,6,"LINESTRING (-111.9372354 33.4013777, -111.9373298 33.4021229)"
South Forest Avenue,7542b,2704,1649,2704 1649,1,0.051778155,1,29,699,residential,6,"LINESTRING (-111.9373298 33.4021229, -111.9372354 33.4013777)"
East Apollo Road,7548a,1650,1651,1650 1651,1,0.051993159,1,25,699,residential,6,"LINESTRING (-111.9904338 33.387357, -111.9895326 33.387357)"
East Apollo Road,7548b,1651,1650,1651 1650,1,0.051993159,1,25,699,residential,6,"LINESTRING (-111.9895326 33.387357, -111.9904338 33.387357)"
South 42nd Way,7556a,1651,3318,1651 3318,1,0.025771322,1,25,699,residential,6,"LINESTRING (-111.9895326 33.387357, -111.9895155 33.3869843)"
South 42nd Way,7556b,3318,1651,3318 1651,1,0.025771322,1,25,699,residential,6,"LINESTRING (-111.9895155 33.3869843, -111.9895326 33.387357)"
nan,7560,1653,1691,1653 1691,1,0.373018342,1,59,1799,motorway,1,"LINESTRING (-111.8915452 33.4142477, -111.8916487 33.4133656, -111.8916643 33.4125827, -111.8916927 33.4120851, -111.8917329 33.4114557, -111.8917997 33.4105584, -111.8918459 33.4098868, -111.8919089 33.4090792, -111.8919742 33.4088664)"
Price Freeway,7561,1653,1540,1653 1540,1,0.948089243,5,65,8995,motorway,1,"LINESTRING (-111.8915452 33.4142477, -111.8915275 33.413365, -111.8915196 33.4120866, -111.8914915 33.4114308, -111.8914765 33.4110814, -111.8914666 33.410851, -111.8914429 33.410299, -111.891339 33.4078777, -111.8912532 33.4038294, -111.891288 33.4005301)"
East Apollo Road,7562a,1654,1655,1654 1655,1,0.048040434,1,25,699,residential,6,"LINESTRING (-111.9878074 33.3873713, -111.9869749 33.3873857)"
East Apollo Road,7562b,1655,1654,1655 1654,1,0.048040434,1,25,699,residential,6,"LINESTRING (-111.9869749 33.3873857, -111.9878074 33.3873713)"
South 43rd Place,7566a,1654,2880,1654 2880,1,0.0456729,1,25,699,residential,6,"LINESTRING (-111.9878074 33.3873713, -111.9878048 33.3880323)"
South 43rd Place,7566b,2880,1654,2880 1654,1,0.0456729,1,25,699,residential,6,"LINESTRING (-111.9878048 33.3880323, -111.9878074 33.3873713)"
South 43rd Place,7568a,1654,2591,1654 2591,1,0.055752629,1,25,699,residential,6,"LINESTRING (-111.9878074 33.3873713, -111.9877817 33.3868983, -111.9877216 33.3865687)"
South 43rd Place,7568b,2591,1654,2591 1654,1,0.055752629,1,25,699,residential,6,"LINESTRING (-111.9877216 33.3865687, -111.9877817 33.3868983, -111.9878074 33.3873713)"
South 44th Street,7572a,1655,2867,1655 2867,1,0.043572568,1,29,699,residential,6,"LINESTRING (-111.9869749 33.3873857, -111.9869749 33.3880163)"
South 44th Street,7572b,2867,1655,2867 1655,1,0.043572568,1,29,699,residential,6,"LINESTRING (-111.9869749 33.3880163, -111.9869749 33.3873857)"
South 44th Street,7574a,1655,3206,1655 3206,1,0.088504759,1,29,699,residential,6,"LINESTRING (-111.9869749 33.3873857, -111.9869663 33.3870417, -111.9868633 33.3866045, -111.9866315 33.386153)"
South 44th Street,7574b,3206,1655,3206 1655,1,0.088504759,1,29,699,residential,6,"LINESTRING (-111.9866315 33.386153, -111.9868633 33.3866045, -111.9869663 33.3870417, -111.9869749 33.3873857)"
nan,7576,1656,1420,1656 1420,1,0.039005278,1,39,999,secondary,4,"LINESTRING (-111.9626081 33.4294443, -111.9627145 33.4294197, -111.962913 33.4294801, -111.9630686 33.4295473, -111.9632436 33.4295807)"
West Rio Salado Parkway,7577,1656,1747,1656 1747,1,0.120176274,2,39,1998,secondary,4,"LINESTRING (-111.9626081 33.4294443, -111.9628627 33.4295149, -111.9630574 33.4295999, -111.963229 33.4296939, -111.9634088 33.4298282, -111.9635657 33.4299602, -111.9637657 33.4301377, -111.9642005 33.4305236)"
West 15th Street,7580a,1657,2326,1657 2326,1,0.051319562,1,29,699,residential,6,"LINESTRING (-111.9492427 33.4121851, -111.949557 33.4119249, -111.9498705 33.4116588)"
West 15th Street,7580b,2326,1657,2326 1657,1,0.051319562,1,29,699,residential,6,"LINESTRING (-111.9498705 33.4116588, -111.949557 33.4119249, -111.9492427 33.4121851)"
West 15th Street,7582a,1657,3007,1657 3007,1,0.08761305,1,29,699,residential,6,"LINESTRING (-111.9492427 33.4121851, -111.9489874 33.412397, -111.9489341 33.4124353, -111.9488828 33.4124636, -111.9488278 33.4124843, -111.9487668 33.4124972, -111.9487061 33.4125025, -111.9479534 33.4124994, -111.9479058 33.4124944, -111.9478647 33.4124864)"
West 15th Street,7582b,3007,1657,3007 1657,1,0.08761305,1,29,699,residential,6,"LINESTRING (-111.9478647 33.4124864, -111.9479058 33.4124944, -111.9479534 33.4124994, -111.9487061 33.4125025, -111.9487668 33.4124972, -111.9488278 33.4124843, -111.9488828 33.4124636, -111.9489341 33.4124353, -111.9489874 33.412397, -111.9492427 33.4121851)"
West Parkway Boulevard,7588a,1660,3226,1660 3226,1,0.054546492,1,29,699,residential,6,"LINESTRING (-111.95218 33.4131649, -111.9529591 33.4131621, -111.9530104 33.4131612, -111.9530654 33.4131562, -111.953124 33.4131455)"
West Parkway Boulevard,7588b,3226,1660,3226 1660,1,0.054546492,1,29,699,residential,6,"LINESTRING (-111.953124 33.4131455, -111.9530654 33.4131562, -111.9530104 33.4131612, -111.9529591 33.4131621, -111.95218 33.4131649)"
South Hardy Drive,7592a,1660,2335,1660 2335,1,0.051267364,2,30,1598,tertiary,5,"LINESTRING (-111.95218 33.4131649, -111.9521779 33.4127938, -111.9521758 33.4124881, -111.9521774 33.412454, -111.9521808 33.4124231)"
South Hardy Drive,7592b,2335,1660,2335 1660,1,0.051267364,2,30,1598,tertiary,5,"LINESTRING (-111.9521808 33.4124231, -111.9521774 33.412454, -111.9521758 33.4124881, -111.9521779 33.4127938, -111.95218 33.4131649)"
South Hardy Drive,7594a,1660,3208,1660 3208,1,0.045742497,2,30,1598,tertiary,5,"LINESTRING (-111.95218 33.4131649, -111.9521817 33.4135402, -111.952184 33.4138269)"
South Hardy Drive,7594b,3208,1660,3208 1660,1,0.045742497,2,30,1598,tertiary,5,"LINESTRING (-111.952184 33.4138269, -111.9521817 33.4135402, -111.95218 33.4131649)"
nan,7598a,1661,1662,1661 1662,1,0.023392603,1,29,699,residential,6,"LINESTRING (-111.9616231 33.3902858, -111.9616162 33.3906243)"
nan,7598b,1662,1661,1662 1661,1,0.023392603,1,29,699,residential,6,"LINESTRING (-111.9616162 33.3906243, -111.9616231 33.3902858)"
West La Jolla Drive,7600a,1661,3319,1661 3319,1,0.070129961,1,29,699,residential,6,"LINESTRING (-111.9616231 33.3902858, -111.9616539 33.3902859, -111.9621431 33.3902357, -111.9624561 33.3901641, -111.9628104 33.390083)"
West La Jolla Drive,7600b,3319,1661,3319 1661,1,0.070129961,1,29,699,residential,6,"LINESTRING (-111.9628104 33.390083, -111.9624561 33.3901641, -111.9621431 33.3902357, -111.9616539 33.3902859, -111.9616231 33.3902858)"
South Kachina Circle,7604a,1663,1953,1663 1953,1,0.068351514,1,29,699,residential,6,"LINESTRING (-111.9069527 33.4014064, -111.9069184 33.4023952)"
South Kachina Circle,7604b,1953,1663,1953 1663,1,0.068351514,1,29,699,residential,6,"LINESTRING (-111.9069184 33.4023952, -111.9069527 33.4014064)"
East Loma Vista Drive,7606a,1663,1669,1663 1669,1,0.052459831,1,29,699,residential,6,"LINESTRING (-111.9069527 33.4014064, -111.9064838 33.4013954, -111.9063433 33.4013921, -111.9060515 33.4013347)"
East Loma Vista Drive,7606b,1669,1663,1669 1663,1,0.052459831,1,29,699,residential,6,"LINESTRING (-111.9060515 33.4013347, -111.9063433 33.4013921, -111.9064838 33.4013954, -111.9069527 33.4014064)"
East Loma Vista Drive,7608a,1663,2781,1663 2781,1,0.1256738,1,29,699,residential,6,"LINESTRING (-111.9069527 33.4014064, -111.9074569 33.4014027, -111.9080555 33.4014, -111.9082341 33.4013992, -111.9091313 33.4013951)"
East Loma Vista Drive,7608b,2781,1663,2781 1663,1,0.1256738,1,29,699,residential,6,"LINESTRING (-111.9091313 33.4013951, -111.9082341 33.4013992, -111.9080555 33.4014, -111.9074569 33.4014027, -111.9069527 33.4014064)"
West Parkway Boulevard,7610a,1664,1668,1664 1668,1,0.064829419,1,29,699,residential,6,"LINESTRING (-111.954878 33.4123152, -111.9539084 33.4127898)"
West Parkway Boulevard,7610b,1668,1664,1668 1664,1,0.064829419,1,29,699,residential,6,"LINESTRING (-111.9539084 33.4127898, -111.954878 33.4123152)"
West Parkway Boulevard,7612a,1664,1667,1664 1667,1,0.069635327,1,29,699,residential,6,"LINESTRING (-111.954878 33.4123152, -111.9550567 33.4122298, -111.9551143 33.412208, -111.955182 33.4121861, -111.9552471 33.4121699, -111.9553148 33.4121582, -111.9553845 33.412152, -111.9554499 33.4121495, -111.9556 33.4121471, -111.9560428 33.4121465)"
West Parkway Boulevard,7612b,1667,1664,1667 1664,1,0.069635327,1,29,699,residential,6,"LINESTRING (-111.9560428 33.4121465, -111.9556 33.4121471, -111.9554499 33.4121495, -111.9553845 33.412152, -111.9553148 33.4121582, -111.9552471 33.4121699, -111.955182 33.4121861, -111.9551143 33.412208, -111.9550567 33.4122298, -111.954878 33.4123152)"
South Roberts Road,7614a,1664,3153,1664 3153,1,0.057768451,1,29,699,residential,6,"LINESTRING (-111.954878 33.4123152, -111.9550753 33.4125939, -111.9551039 33.4126395, -111.955131 33.4126949, -111.9551465 33.4127403, -111.9551559 33.4127851, -111.9551608 33.4128293, -111.9551639 33.4129261, -111.9551576 33.4129679, -111.9551451 33.4130039, -111.9551257 33.4130437, -111.9550981 33.4130818)"
South Roberts Road,7614b,3153,1664,3153 1664,1,0.057768451,1,29,699,residential,6,"LINESTRING (-111.9550981 33.4130818, -111.9551257 33.4130437, -111.9551451 33.4130039, -111.9551576 33.4129679, -111.9551639 33.4129261, -111.9551608 33.4128293, -111.9551559 33.4127851, -111.9551465 33.4127403, -111.955131 33.4126949, -111.9551039 33.4126395, -111.9550753 33.4125939, -111.954878 33.4123152)"
East Broadway Road,7618,1665,1851,1665 1851,1,0.05313405,3,45,2997,secondary,4,"LINESTRING (-111.8939914 33.4074255, -111.8934861 33.4074153, -111.8930711 33.4073947)"
South Hardy Drive,7621a,1666,2488,1666 2488,1,0.019305655,2,30,1598,tertiary,5,"LINESTRING (-111.9522017 33.4199752, -111.9522017 33.4196958)"
South Hardy Drive,7621b,2488,1666,2488 1666,1,0.019305655,2,30,1598,tertiary,5,"LINESTRING (-111.9522017 33.4196958, -111.9522017 33.4199752)"
South Hardy Drive,7623a,1666,1671,1666 1671,1,0.030188855,2,30,1598,tertiary,5,"LINESTRING (-111.9522017 33.4199752, -111.9522017 33.4200493, -111.9522017 33.4203645, -111.9522017 33.4204121)"
South Hardy Drive,7623b,1671,1666,1671 1666,1,0.030188855,2,30,1598,tertiary,5,"LINESTRING (-111.9522017 33.4204121, -111.9522017 33.4203645, -111.9522017 33.4200493, -111.9522017 33.4199752)"
South Beck Avenue,7625a,1667,2343,1667 2343,1,0.051214545,1,29,699,residential,6,"LINESTRING (-111.9560428 33.4121465, -111.9560394 33.4114053)"
South Beck Avenue,7625b,2343,1667,2343 1667,1,0.051214545,1,29,699,residential,6,"LINESTRING (-111.9560394 33.4114053, -111.9560428 33.4121465)"
West Parkway Boulevard,7633a,1668,1670,1668 1670,1,0.023265837,1,29,699,residential,6,"LINESTRING (-111.9539084 33.4127898, -111.9541146 33.4130792)"
West Parkway Boulevard,7633b,1670,1668,1670 1668,1,0.023265837,1,29,699,residential,6,"LINESTRING (-111.9541146 33.4130792, -111.9539084 33.4127898)"
West Parkway Boulevard,7635a,1668,3226,1668 3226,1,0.051575579,1,29,699,residential,6,"LINESTRING (-111.9539084 33.4127898, -111.9535204 33.4129777, -111.9533276 33.4130706, -111.9532786 33.4130923, -111.953225 33.4131142, -111.9531754 33.4131321, -111.953124 33.4131455)"
West Parkway Boulevard,7635b,3226,1668,3226 1668,1,0.051575579,1,29,699,residential,6,"LINESTRING (-111.953124 33.4131455, -111.9531754 33.4131321, -111.953225 33.4131142, -111.9532786 33.4130923, -111.9533276 33.4130706, -111.9535204 33.4129777, -111.9539084 33.4127898)"
West Laird Street,7645a,1671,1672,1671 1672,1,0.129299669,1,29,699,residential,6,"LINESTRING (-111.9522017 33.4204121, -111.9544437 33.4204117)"
West Laird Street,7645b,1672,1671,1672 1671,1,0.129299669,1,29,699,residential,6,"LINESTRING (-111.9544437 33.4204117, -111.9522017 33.4204121)"
West Laird Street,7651a,1672,2341,1672 2341,1,0.117775185,1,29,699,residential,6,"LINESTRING (-111.9544437 33.4204117, -111.9564858 33.4204254)"
West Laird Street,7651b,2341,1672,2341 1672,1,0.117775185,1,29,699,residential,6,"LINESTRING (-111.9564858 33.4204254, -111.9544437 33.4204117)"
South Westfall Drive,7655a,1672,1896,1672 1896,1,0.049583992,1,29,699,residential,6,"LINESTRING (-111.9544437 33.4204117, -111.9544424 33.4207747, -111.9544437 33.4211293)"
South Westfall Drive,7655b,1896,1672,1896 1672,1,0.049583992,1,29,699,residential,6,"LINESTRING (-111.9544437 33.4211293, -111.9544424 33.4207747, -111.9544437 33.4204117)"
South Jentilly Lane,7657a,1673,2760,1673 2760,1,0.12269543,1,29,699,residential,6,"LINESTRING (-111.9248613 33.4020652, -111.9248663 33.4002895)"
South Jentilly Lane,7657b,2760,1673,2760 1673,1,0.12269543,1,29,699,residential,6,"LINESTRING (-111.9248663 33.4002895, -111.9248613 33.4020652)"
East Loma Vista Drive,7659a,1673,1675,1673 1675,1,0.05210004,1,29,699,residential,6,"LINESTRING (-111.9248613 33.4020652, -111.924686 33.4020652, -111.9244157 33.4020658, -111.9239581 33.4020652)"
East Loma Vista Drive,7659b,1675,1673,1675 1673,1,0.05210004,1,29,699,residential,6,"LINESTRING (-111.9239581 33.4020652, -111.9244157 33.4020658, -111.924686 33.4020652, -111.9248613 33.4020652)"
East Loma Vista Drive,7661a,1673,3172,1673 3172,1,0.083306748,1,29,699,residential,6,"LINESTRING (-111.9248613 33.4020652, -111.9253177 33.4020658, -111.9254543 33.402066, -111.9257216 33.4020665, -111.9263055 33.4020675)"
East Loma Vista Drive,7661b,3172,1673,3172 1673,1,0.083306748,1,29,699,residential,6,"LINESTRING (-111.9263055 33.4020675, -111.9257216 33.4020665, -111.9254543 33.402066, -111.9253177 33.4020658, -111.9248613 33.4020652)"
South Beck Avenue,7663a,1674,2341,1674 2341,1,0.004746875,1,25,699,residential,6,"LINESTRING (-111.9564858 33.4203567, -111.9564858 33.4204254)"
South Beck Avenue,7663b,2341,1674,2341 1674,1,0.004746875,1,25,699,residential,6,"LINESTRING (-111.9564858 33.4204254, -111.9564858 33.4203567)"
