name,link_id,from_node_id,to_node_id,link_key,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
East Redondo Circle,127b,35,25,35 25,1,0.045810229,1,29,699,residential,6,"LINESTRING (-111.9210088 33.4044406, -111.9214097 33.4043185, -111.9214708 33.4042977, -111.9215284 33.4042726, -111.9215821 33.4042423, -111.9216283 33.4042098, -111.9217029 33.4041409)"
South Siesta Lane,129a,26,2767,26 2767,1,0.248878157,1,29,699,others,7,"LINESTRING (-111.8935719 33.4256916, -111.8935748 33.4259288, -111.8935775 33.4261535, -111.8935793 33.4262966, -111.8935797 33.4263267, -111.893581 33.4264358, -111.8935847 33.42674, -111.8935882 33.4270182, -111.8935915 33.4272891, -111.8935932 33.4274302, -111.8935947 33.4275525, -111.8935964 33.4276921, -111.8936003 33.4280085, -111.8936011 33.4280745, -111.8936017 33.4281242, -111.893616 33.4292933)"
South Siesta Lane,129b,2767,26,2767 26,1,0.248878157,1,29,699,others,7,"LINESTRING (-111.893616 33.4292933, -111.8936017 33.4281242, -111.8936011 33.4280745, -111.8936003 33.4280085, -111.8935964 33.4276921, -111.8935947 33.4275525, -111.8935932 33.4274302, -111.8935915 33.4272891, -111.8935882 33.4270182, -111.8935847 33.42674, -111.893581 33.4264358, -111.8935797 33.4263267, -111.8935793 33.4262966, -111.8935775 33.4261535, -111.8935748 33.4259288, -111.8935719 33.4256916)"
East 5th Street,133a,26,28,26 28,1,0.096156057,1,29,699,others,7,"LINESTRING (-111.8935719 33.4256916, -111.893384 33.4256913, -111.893172 33.425691, -111.8926416 33.4256901, -111.8925814 33.42569, -111.8923974 33.4256897, -111.8919045 33.4256889)"
East 5th Street,133b,28,26,28 26,1,0.096156057,1,29,699,others,7,"LINESTRING (-111.8919045 33.4256889, -111.8923974 33.4256897, -111.8925814 33.42569, -111.8926416 33.4256901, -111.893172 33.425691, -111.893384 33.4256913, -111.8935719 33.4256916)"
South Cutler Drive,135a,27,2643,27 2643,1,0.220942498,1,29,699,others,7,"LINESTRING (-111.9607924 33.4062274, -111.9601919 33.4062256, -111.9599935 33.406225, -111.9596519 33.406224, -111.9596155 33.4062239, -111.9594268 33.4062233, -111.9591186 33.4062224, -111.9589052 33.4062218, -111.9586729 33.4062211, -111.9583978 33.4062203, -111.9583865 33.406739, -111.9583771 33.4071662, -111.9583716 33.4074187)"
South Cutler Drive,135b,2643,27,2643 27,1,0.220942498,1,29,699,others,7,"LINESTRING (-111.9583716 33.4074187, -111.9583771 33.4071662, -111.9583865 33.406739, -111.9583978 33.4062203, -111.9586729 33.4062211, -111.9589052 33.4062218, -111.9591186 33.4062224, -111.9594268 33.4062233, -111.9596155 33.4062239, -111.9596519 33.406224, -111.9599935 33.406225, -111.9601919 33.4062256, -111.9607924 33.4062274)"
South Priest Drive,137a,27,2644,27 2644,1,0.083164448,3,40,2997,secondary,4,"LINESTRING (-111.9607924 33.4062274, -111.9607927 33.4066575, -111.9607928 33.4067415, -111.9607929 33.406833, -111.9607933 33.4072543, -111.9607933 33.407431)"
South Priest Drive,137b,2644,27,2644 27,1,0.083164448,3,40,2997,secondary,4,"LINESTRING (-111.9607933 33.407431, -111.9607933 33.4072543, -111.9607929 33.406833, -111.9607928 33.4067415, -111.9607927 33.4066575, -111.9607924 33.4062274)"
South Priest Drive,139a,27,2728,27 2728,1,0.046048847,3,40,2997,secondary,4,"LINESTRING (-111.9607924 33.4062274, -111.9607904 33.4056377, -111.9607934 33.405561)"
South Priest Drive,139b,2728,27,2728 27,1,0.046048847,3,40,2997,secondary,4,"LINESTRING (-111.9607934 33.405561, -111.9607904 33.4056377, -111.9607924 33.4062274)"
South Price Road,143,28,1759,28 1759,1,0.106428421,2,39,1998,secondary,4,"LINESTRING (-111.8919045 33.4256889, -111.8919124 33.425061, -111.891924 33.4241487)"
South Marilyn Ann Drive,144a,29,1633,29 1633,1,0.034272074,1,29,699,residential,6,"LINESTRING (-111.9514312 33.4138249, -111.9514303 33.4143209)"
South Marilyn Ann Drive,144b,1633,29,1633 29,1,0.034272074,1,29,699,residential,6,"LINESTRING (-111.9514303 33.4143209, -111.9514312 33.4138249)"
West 14th Street,146a,29,3211,29 3211,1,0.051435764,1,29,699,residential,6,"LINESTRING (-111.9514312 33.4138249, -111.9505394 33.4138225)"
West 14th Street,146b,3211,29,3211 29,1,0.051435764,1,29,699,residential,6,"LINESTRING (-111.9505394 33.4138225, -111.9514312 33.4138249)"
West 14th Street,148a,29,3208,29 3208,1,0.043418461,1,29,699,residential,6,"LINESTRING (-111.9514312 33.4138249, -111.952184 33.4138269)"
West 14th Street,148b,3208,29,3208 29,1,0.043418461,1,29,699,residential,6,"LINESTRING (-111.952184 33.4138269, -111.9514312 33.4138249)"
East Bishop Drive,150a,30,294,30 294,1,0.154411686,1,29,699,residential,6,"LINESTRING (-111.916116 33.4022146, -111.916002 33.4023212, -111.9159383 33.4023743, -111.9158739 33.4024242, -111.9158115 33.4024678, -111.9157486 33.4025066, -111.9156674 33.4025484, -111.9155677 33.4025914, -111.9154622 33.4026279, -111.9153562 33.4026554, -111.9152427 33.4026755, -111.9151202 33.4026889, -111.9149941 33.402692, -111.9136244 33.4026892)"
East Bishop Drive,150b,294,30,294 30,1,0.154411686,1,29,699,residential,6,"LINESTRING (-111.9136244 33.4026892, -111.9149941 33.402692, -111.9151202 33.4026889, -111.9152427 33.4026755, -111.9153562 33.4026554, -111.9154622 33.4026279, -111.9155677 33.4025914, -111.9156674 33.4025484, -111.9157486 33.4025066, -111.9158115 33.4024678, -111.9158739 33.4024242, -111.9159383 33.4023743, -111.916002 33.4023212, -111.916116 33.4022146)"
East Bishop Drive,152a,30,3027,30 3027,1,0.311357441,1,29,699,residential,6,"LINESTRING (-111.916116 33.4022146, -111.9164353 33.4018909, -111.9169479 33.4016246, -111.9185411 33.4011306, -111.9188511 33.4010555, -111.9192644 33.4010246, -111.9211187 33.4010273)"
East Bishop Drive,152b,3027,30,3027 30,1,0.311357441,1,29,699,residential,6,"LINESTRING (-111.9211187 33.4010273, -111.9192644 33.4010246, -111.9188511 33.4010555, -111.9185411 33.4011306, -111.9169479 33.4016246, -111.9164353 33.4018909, -111.916116 33.4022146)"
South Dorsey Lane,154a,30,2752,30 2752,1,0.086296925,2,29,1598,tertiary,5,"LINESTRING (-111.916116 33.4022146, -111.9160369 33.4021583, -111.9159617 33.4020972, -111.9159048 33.4020469, -111.9158475 33.4019896, -111.9157875 33.4019279, -111.9157371 33.4018683, -111.9156646 33.4017762, -111.9156016 33.4016785, -111.9155465 33.401582, -111.915505 33.4014988, -111.9154678 33.4014009, -111.9154464 33.4013376, -111.9154281 33.4012736, -111.9154152 33.4012128, -111.9154059 33.4011492)"
South Dorsey Lane,154b,2752,30,2752 30,1,0.086296925,2,29,1598,tertiary,5,"LINESTRING (-111.9154059 33.4011492, -111.9154152 33.4012128, -111.9154281 33.4012736, -111.9154464 33.4013376, -111.9154678 33.4014009, -111.915505 33.4014988, -111.9155465 33.401582, -111.9156016 33.4016785, -111.9156646 33.4017762, -111.9157371 33.4018683, -111.9157875 33.4019279, -111.9158475 33.4019896, -111.9159048 33.4020469, -111.9159617 33.4020972, -111.9160369 33.4021583, -111.916116 33.4022146)"
South Dorsey Lane,156a,30,1680,30 1680,1,0.048525747,2,29,1598,tertiary,5,"LINESTRING (-111.916116 33.4022146, -111.9166169 33.4025582, -111.9167584 33.4026677)"
South Dorsey Lane,156b,1680,30,1680 30,1,0.048525747,2,29,1598,tertiary,5,"LINESTRING (-111.9167584 33.4026677, -111.9166169 33.4025582, -111.916116 33.4022146)"
East 5th Street,158a,31,2719,31 2719,1,0.420719491,1,29,699,residential,6,"LINESTRING (-111.890235 33.4257007, -111.8899003 33.4257029, -111.8886051 33.4257113, -111.8884367 33.4257124, -111.8866933 33.4257238, -111.8866324 33.4257242, -111.885571 33.4257311, -111.8852257 33.4257311, -111.8850936 33.4257311, -111.8835738 33.4257409, -111.8829397 33.4257461)"
East 5th Street,158b,2719,31,2719 31,1,0.420719491,1,29,699,residential,6,"LINESTRING (-111.8829397 33.4257461, -111.8835738 33.4257409, -111.8850936 33.4257311, -111.8852257 33.4257311, -111.885571 33.4257311, -111.8866324 33.4257242, -111.8866933 33.4257238, -111.8884367 33.4257124, -111.8886051 33.4257113, -111.8899003 33.4257029, -111.890235 33.4257007)"
South Price Road,160,31,2770,31 2770,1,0.242956836,4,39,3996,secondary,4,"LINESTRING (-111.890235 33.4257007, -111.890225 33.4262393, -111.890221 33.4264554, -111.8902047 33.4273407, -111.8902326 33.4283532, -111.8902547 33.4291555, -111.8902551 33.429171, -111.8902564 33.4292162)"
South Roosevelt Street,161a,32,3026,32 3026,1,0.064854275,2,35,1398,residential,6,"LINESTRING (-111.9478402 33.4055701, -111.9478402 33.4046315)"
South Roosevelt Street,161b,3026,32,3026 32,1,0.064854275,2,35,1398,residential,6,"LINESTRING (-111.9478402 33.4046315, -111.9478402 33.4055701)"
West Alameda Drive,163a,32,1782,32 1782,1,0.727362992,1,35,699,others,7,"LINESTRING (-111.9478402 33.4055701, -111.9477558 33.4055699, -111.9472494 33.4055687, -111.9470373 33.4055682, -111.9463883 33.4055667, -111.9457387 33.4055652, -111.9455563 33.4055648, -111.9452484 33.405564, -111.9447674 33.4055629, -111.9447706 33.405411, -111.94477 33.4047415, -111.9447704 33.4046023, -111.9447712 33.4043558, -111.9447728 33.4038494, -111.9447732 33.4037043, -111.9447745 33.4033003, -111.9447751 33.4031057, -111.9447763 33.4027277, -111.9447775 33.4023394, -111.9447782 33.4021099, -111.944779 33.4018687, -111.9447796 33.4016683, -111.9447814 33.4011083, -111.9447817 33.4010052, -111.9447828 33.4006747, -111.9447843 33.4001914, -111.9448114 33.4001271, -111.9449194 33.4000997, -111.9451046 33.4001004, -111.9458094 33.4001029, -111.9459622 33.4001035, -111.9468571 33.4001066, -111.9472913 33.4001081, -111.9477117 33.4001095, -111.9478273 33.400109)"
West Alameda Drive,163b,1782,32,1782 32,1,0.727362992,1,35,699,others,7,"LINESTRING (-111.9478273 33.400109, -111.9477117 33.4001095, -111.9472913 33.4001081, -111.9468571 33.4001066, -111.9459622 33.4001035, -111.9458094 33.4001029, -111.9451046 33.4001004, -111.9449194 33.4000997, -111.9448114 33.4001271, -111.9447843 33.4001914, -111.9447828 33.4006747, -111.9447817 33.4010052, -111.9447814 33.4011083, -111.9447796 33.4016683, -111.944779 33.4018687, -111.9447782 33.4021099, -111.9447775 33.4023394, -111.9447763 33.4027277, -111.9447751 33.4031057, -111.9447745 33.4033003, -111.9447732 33.4037043, -111.9447728 33.4038494, -111.9447712 33.4043558, -111.9447704 33.4046023, -111.94477 33.4047415, -111.9447706 33.405411, -111.9447674 33.4055629, -111.9452484 33.405564, -111.9455563 33.4055648, -111.9457387 33.4055652, -111.9463883 33.4055667, -111.9470373 33.4055682, -111.9472494 33.4055687, -111.9477558 33.4055699, -111.9478402 33.4055701)"
South Roosevelt Street,165a,32,2638,32 2638,1,0.124907614,2,35,1398,residential,6,"LINESTRING (-111.9478402 33.4055701, -111.9478414 33.4057394, -111.9478464 33.4064147, -111.9478468 33.406466, -111.9478478 33.4066053, -111.947847 33.4067795, -111.9478488 33.4072661, -111.9478495 33.4073778)"
South Roosevelt Street,165b,2638,32,2638 32,1,0.124907614,2,35,1398,residential,6,"LINESTRING (-111.9478495 33.4073778, -111.9478488 33.4072661, -111.947847 33.4067795, -111.9478478 33.4066053, -111.9478468 33.406466, -111.9478464 33.4064147, -111.9478414 33.4057394, -111.9478402 33.4055701)"
West 16th Street,167a,33,2326,33 2326,1,0.046994618,1,29,699,residential,6,"LINESTRING (-111.9504439 33.412142, -111.9498705 33.4116588)"
West 16th Street,167b,2326,33,2326 33,1,0.046994618,1,29,699,residential,6,"LINESTRING (-111.9498705 33.4116588, -111.9504439 33.412142)"
South Marilyn Ann Drive,169a,33,1305,33 1305,1,0.115169033,1,29,699,residential,6,"LINESTRING (-111.9504439 33.412142, -111.9507547 33.4118831, -111.9507959 33.4118467, -111.9508295 33.4118142, -111.9508596 33.4117733, -111.9508797 33.4117263, -111.9508891 33.4116774, -111.9508931 33.4116325, -111.9508893 33.4110309, -111.9508863 33.4106177)"
South Marilyn Ann Drive,169b,1305,33,1305 33,1,0.115169033,1,29,699,residential,6,"LINESTRING (-111.9508863 33.4106177, -111.9508893 33.4110309, -111.9508931 33.4116325, -111.9508891 33.4116774, -111.9508797 33.4117263, -111.9508596 33.4117733, -111.9508295 33.4118142, -111.9507959 33.4118467, -111.9507547 33.4118831, -111.9504439 33.412142)"
West 16th Street,171a,33,2335,33 2335,1,0.10723127,1,29,699,residential,6,"LINESTRING (-111.9504439 33.412142, -111.9506608 33.4123267, -111.9507014 33.4123571, -111.9507544 33.4123835, -111.9508174 33.4124047, -111.9508858 33.4124165, -111.9509448 33.4124214, -111.9521808 33.4124231)"
West 16th Street,171b,2335,33,2335 33,1,0.10723127,1,29,699,residential,6,"LINESTRING (-111.9521808 33.4124231, -111.9509448 33.4124214, -111.9508858 33.4124165, -111.9508174 33.4124047, -111.9507544 33.4123835, -111.9507014 33.4123571, -111.9506608 33.4123267, -111.9504439 33.412142)"
East Bishop Drive,173a,34,37,34 37,1,0.050997677,1,29,699,residential,6,"LINESTRING (-111.9120325 33.4026879, -111.9111484 33.4026875)"
East Bishop Drive,173b,37,34,37 34,1,0.050997677,1,29,699,residential,6,"LINESTRING (-111.9111484 33.4026875, -111.9120325 33.4026879)"
East Bishop Drive,175a,34,319,34 319,1,0.051067273,1,29,699,residential,6,"LINESTRING (-111.9120325 33.4026879, -111.9129178 33.4026896)"
East Bishop Drive,175b,319,34,319 34,1,0.051067273,1,29,699,residential,6,"LINESTRING (-111.9129178 33.4026896, -111.9120325 33.4026879)"
East Bishop Circle,177a,34,1223,34 1223,1,0.049071958,1,29,699,residential,6,"LINESTRING (-111.9120325 33.4026879, -111.9120335 33.4023113, -111.9120312 33.4022468, -111.9120256 33.402179, -111.9120115 33.4021096, -111.9119934 33.4020491, -111.9119656 33.4019848)"
East Bishop Circle,177b,1223,34,1223 34,1,0.049071958,1,29,699,residential,6,"LINESTRING (-111.9119656 33.4019848, -111.9119934 33.4020491, -111.9120115 33.4021096, -111.9120256 33.402179, -111.9120312 33.4022468, -111.9120335 33.4023113, -111.9120325 33.4026879)"
nan,181,36,1895,36 1895,1,0.27242176,3,45,5397,motorway,1,"LINESTRING (-111.9782212 33.4367302, -111.9783737 33.4367164, -111.979395 33.4365814, -111.9797277 33.4365374, -111.9801167 33.4365054, -111.980185 33.4364998, -111.9806313 33.4365142, -111.981483 33.4366388, -111.981893 33.4366789, -111.9823479 33.4366789, -111.9828959 33.4365759)"
East Bishop Drive,184a,37,2868,37 2868,1,0.081413342,1,29,699,residential,6,"LINESTRING (-111.9111484 33.4026875, -111.9107012 33.4026854, -111.9106739 33.4026872, -111.9106497 33.4026933, -111.9106288 33.4027031, -111.9106135 33.4027219, -111.9106066 33.4027445, -111.9106045 33.4027666, -111.9106068 33.403059, -111.9106021 33.4034393)"
East Bishop Drive,184b,2868,37,2868 37,1,0.081413342,1,29,699,residential,6,"LINESTRING (-111.9106021 33.4034393, -111.9106068 33.403059, -111.9106045 33.4027666, -111.9106066 33.4027445, -111.9106135 33.4027219, -111.9106288 33.4027031, -111.9106497 33.4026933, -111.9106739 33.4026872, -111.9107012 33.4026854, -111.9111484 33.4026875)"
South Juniper Street,186a,37,931,37 931,1,0.034997869,1,29,699,residential,6,"LINESTRING (-111.9111484 33.4026875, -111.9111464 33.4025514, -111.9111427 33.4024998, -111.911136 33.4024511, -111.9111226 33.4023996, -111.9111042 33.4023521, -111.9110209 33.4022002)"
South Juniper Street,186b,931,37,931 37,1,0.034997869,1,29,699,residential,6,"LINESTRING (-111.9110209 33.4022002, -111.9111042 33.4023521, -111.9111226 33.4023996, -111.911136 33.4024511, -111.9111427 33.4024998, -111.9111464 33.4025514, -111.9111484 33.4026875)"
East Balboa Drive,188a,38,1893,38 1893,1,0.141038537,1,29,699,residential,6,"LINESTRING (-111.9373125 33.3992353, -111.9364823 33.3989723, -111.9359737 33.3988411, -111.9355617 33.3988052, -111.9350725 33.3988124, -111.9349519 33.3988029)"
East Balboa Drive,188b,1893,38,1893 38,1,0.141038537,1,29,699,residential,6,"LINESTRING (-111.9349519 33.3988029, -111.9350725 33.3988124, -111.9355617 33.3988052, -111.9359737 33.3988411, -111.9364823 33.3989723, -111.9373125 33.3992353)"
West 17th Place,190a,39,561,39 561,1,0.074336218,1,29,699,residential,6,"LINESTRING (-111.9508833 33.4098348, -111.9521721 33.409832)"
West 17th Place,190b,561,39,561 39,1,0.074336218,1,29,699,residential,6,"LINESTRING (-111.9521721 33.409832, -111.9508833 33.4098348)"
West 17th Place,192a,39,739,39 739,1,0.050157544,1,29,699,residential,6,"LINESTRING (-111.9508833 33.4098348, -111.9500137 33.4098365)"
West 17th Place,192b,739,39,739 39,1,0.050157544,1,29,699,residential,6,"LINESTRING (-111.9500137 33.4098365, -111.9508833 33.4098348)"
South Marilyn Ann Drive,194a,39,1305,39 1305,1,0.054096598,1,29,699,residential,6,"LINESTRING (-111.9508833 33.4098348, -111.9508844 33.4101966, -111.9508863 33.4106177)"
South Marilyn Ann Drive,194b,1305,39,1305 39,1,0.054096598,1,29,699,residential,6,"LINESTRING (-111.9508863 33.4106177, -111.9508844 33.4101966, -111.9508833 33.4098348)"
South 47th Street,196a,40,244,40 244,1,0.04768375,1,25,699,residential,6,"LINESTRING (-111.9808215 33.3926195, -111.9808208 33.3919294)"
South 47th Street,196b,244,40,244 40,1,0.04768375,1,25,699,residential,6,"LINESTRING (-111.9808208 33.3919294, -111.9808215 33.3926195)"
East Southern Avenue,198a,40,3250,40 3250,1,0.064682147,1,25,699,residential,6,"LINESTRING (-111.9808215 33.3926195, -111.9819426 33.3926068)"
East Southern Avenue,198b,3250,40,3250 40,1,0.064682147,1,25,699,residential,6,"LINESTRING (-111.9819426 33.3926068, -111.9808215 33.3926195)"
South 47th Street,200a,40,1764,40 1764,1,0.009017757,1,25,699,residential,6,"LINESTRING (-111.9808215 33.3926195, -111.9808205 33.3926536, -111.9808197 33.39275)"
South 47th Street,200b,1764,40,1764 40,1,0.009017757,1,25,699,residential,6,"LINESTRING (-111.9808197 33.39275, -111.9808205 33.3926536, -111.9808215 33.3926195)"
East Southern Avenue,202a,40,1449,40 1449,1,0.028547116,1,25,699,residential,6,"LINESTRING (-111.9808215 33.3926195, -111.980405 33.3926237, -111.9803267 33.3926245)"
East Southern Avenue,202b,1449,40,1449 40,1,0.028547116,1,25,699,residential,6,"LINESTRING (-111.9803267 33.3926245, -111.980405 33.3926237, -111.9808215 33.3926195)"
South 46th Street,204a,41,252,41 252,1,0.083731164,1,25,699,residential,6,"LINESTRING (-111.9830604 33.3926035, -111.983061 33.3913917)"
South 46th Street,204b,252,41,252 41,1,0.083731164,1,25,699,residential,6,"LINESTRING (-111.983061 33.3913917, -111.9830604 33.3926035)"
East Southern Avenue,206a,41,3250,41 3250,1,0.064486406,1,25,699,residential,6,"LINESTRING (-111.9830604 33.3926035, -111.9819426 33.3926068)"
East Southern Avenue,206b,3250,41,3250 41,1,0.064486406,1,25,699,residential,6,"LINESTRING (-111.9819426 33.3926068, -111.9830604 33.3926035)"
East Southern Avenue,208a,41,3287,41 3287,1,0.054802509,1,25,699,residential,6,"LINESTRING (-111.9830604 33.3926035, -111.9840103 33.3925953)"
East Southern Avenue,208b,3287,41,3287 41,1,0.054802509,1,25,699,residential,6,"LINESTRING (-111.9840103 33.3925953, -111.9830604 33.3926035)"
South 46th Street,210a,41,214,41 214,1,0.008681579,1,25,699,residential,6,"LINESTRING (-111.9830604 33.3926035, -111.9830593 33.3926374, -111.9830565 33.3927291)"
South 46th Street,210b,214,41,214 41,1,0.008681579,1,25,699,residential,6,"LINESTRING (-111.9830565 33.3927291, -111.9830593 33.3926374, -111.9830604 33.3926035)"
East Balboa Drive,212a,42,47,42 47,1,0.088235693,1,29,699,residential,6,"LINESTRING (-111.9296308 33.3973721, -111.9289184 33.3967988, -111.9287983 33.396634, -111.9287897 33.3963761)"
East Balboa Drive,212b,47,42,47 42,1,0.088235693,1,29,699,residential,6,"LINESTRING (-111.9287897 33.3963761, -111.9287983 33.396634, -111.9289184 33.3967988, -111.9296308 33.3973721)"
