agent_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, distance,path_node_sequence,path_time_sequence
612,27438,7728,420.38,422.6,c,2.22,2.9,27438;7728;,420.3;422.6;
613,7496,7728,420.38,422.6,c,2.22,2.8,7496;7728;,420.3;422.6;
614,27438,6463,420.38,429.1,c,8.72,11.2,27438;7728;7496;6463;,420.3;422.6;424.8;429.1;
615,6463,27438,420.38,430.5,c,10.12,11.2,6463;7496;7728;27438;,420.3;424.8;428.2;430.5;
616,6463,7496,420.38,424.8,c,4.42,5.5,6463;7496;,420.3;424.8;
617,26123,7496,420.38,429.9,c,9.52,11.7,26123;27438;7728;7496;,420.3;425.1;427.7;429.9;
618,27438,26123,420.38,424.9,c,4.52,6,27438;26123;,420.3;424.9;
619,7728,27438,420.38,422.6,c,2.22,2.9,7728;27438;,420.3;422.6;
620,26123,27438,420.38,425.1,c,4.72,6,26123;27438;,420.3;425.1;
621,7496,26123,420.38,429.5,c,9.12,11.7,7496;7728;27438;26123;,420.3;422.6;424.9;429.5;
622,6463,7496,420.38,424.8,c,4.42,5.5,6463;7496;,420.3;424.8;
623,7496,7728,420.39,422.6,c,2.21,2.8,7496;7728;,420.3;422.6;
624,26123,7728,420.39,427.7,c,7.31,8.9,26123;27438;7728;,420.3;425.1;427.7;
625,7728,7496,420.39,422.5,c,2.11,2.8,7728;7496;,420.3;422.5;
626,6463,7728,420.39,428.2,c,7.81,8.3,6463;7496;7728;,420.3;424.8;428.2;
627,27438,7728,420.39,422.6,c,2.21,2.9,27438;7728;,420.3;422.6;
628,7496,6463,420.39,424.5,c,4.11,5.5,7496;6463;,420.3;424.5;
629,6463,7496,420.39,424.8,c,4.41,5.5,6463;7496;,420.3;424.8;
630,27438,7496,420.39,424.8,c,4.41,5.7,27438;7728;7496;,420.3;422.6;424.8;
631,26123,6463,420.39,434.1,c,13.71,17.2,26123;27438;7728;7496;6463;,420.3;425.1;427.7;429.8;434.1;
632,26123,27438,420.39,425.1,c,4.71,6,26123;27438;,420.3;425.1;
633,7496,27438,420.39,424.9,c,4.51,5.7,7496;7728;27438;,420.3;422.5;424.9;
634,7496,7728,420.39,422.6,c,2.21,2.8,7496;7728;,420.3;422.6;
635,6463,7496,420.39,424.8,c,4.41,5.5,6463;7496;,420.3;424.8;
636,26123,7496,420.39,429.9,c,9.51,11.7,26123;27438;7728;7496;,420.3;425.1;427.7;429.9;
637,6463,7496,420.4,424.8,c,4.4,5.5,6463;7496;,420.3;424.8;
638,27438,7728,420.4,422.6,c,2.2,2.9,27438;7728;,420.3;422.6;
639,26123,27438,420.4,425.1,c,4.7,6,26123;27438;,420.3;425.1;
640,7496,6463,420.4,424.6,c,4.2,5.5,7496;6463;,420.3;424.6;
641,7496,7728,420.4,422.6,c,2.2,2.8,7496;7728;,420.3;422.6;
642,7728,7496,420.4,422.5,c,2.1,2.8,7728;7496;,420.3;422.5;
643,27438,26123,420.4,424.9,c,4.5,6,27438;26123;,420.3;424.9;
644,6463,7496,420.4,424.8,c,4.4,5.5,6463;7496;,420.3;424.8;
645,7728,6463,420.4,426.7,c,6.3,8.3,7728;7496;6463;,420.4;422.5;426.7;
646,6463,26123,420.4,435.1,c,14.7,17.2,6463;7496;7728;27438;26123;,420.4;424.8;428.2;430.5;435.1;
647,26123,27438,420.4,425.1,c,4.7,6,26123;27438;,420.4;425.1;
648,27438,7496,420.4,424.8,c,4.4,5.7,27438;7728;7496;,420.4;422.6;424.8;
649,26123,7728,420.4,427.7,c,7.3,8.9,26123;27438;7728;,420.4;425.1;427.7;
650,7728,27438,420.4,422.6,c,2.2,2.9,7728;27438;,420.4;422.6;
651,6463,27438,420.4,430.6,c,10.2,11.2,6463;7496;7728;27438;,420.4;424.8;428.3;430.6;
652,6463,7496,420.4,424.8,c,4.4,5.5,6463;7496;,420.4;424.8;
653,7496,7728,420.4,422.6,c,2.2,2.8,7496;7728;,420.4;422.6;
654,27438,7728,420.4,422.6,c,2.2,2.9,27438;7728;,420.4;422.6;
655,7496,27438,420.4,424.9,c,4.5,5.7,7496;7728;27438;,420.4;422.5;424.9;
656,7496,6463,420.41,424.6,c,4.19,5.5,7496;6463;,420.4;424.6;
657,6463,7496,420.41,424.9,c,4.49,5.5,6463;7496;,420.4;424.9;
658,6463,7728,420.41,428.4,c,7.99,8.3,6463;7496;7728;,420.4;424.9;428.4;
659,26123,7496,420.41,429.9,c,9.49,11.7,26123;27438;7728;7496;,420.4;425.1;427.7;429.9;
660,26123,27438,420.41,425.1,c,4.69,6,26123;27438;,420.4;425.1;
661,7496,7728,420.41,422.6,c,2.19,2.8,7496;7728;,420.4;422.6;
662,7728,7496,420.41,422.5,c,2.09,2.8,7728;7496;,420.4;422.5;
663,6463,7496,420.41,424.9,c,4.49,5.5,6463;7496;,420.4;424.9;
664,27438,7728,420.41,422.6,c,2.19,2.9,27438;7728;,420.4;422.6;
665,6463,7496,420.41,424.9,c,4.49,5.5,6463;7496;,420.4;424.9;
666,27438,26123,420.41,424.9,c,4.49,6,27438;26123;,420.4;424.9;
667,7496,7728,420.41,422.6,c,2.19,2.8,7496;7728;,420.4;422.6;
668,26123,27438,420.41,425.1,c,4.69,6,26123;27438;,420.4;425.1;
669,27438,7496,420.41,424.8,c,4.39,5.7,27438;7728;7496;,420.4;422.6;424.8;
670,7496,6463,420.41,424.6,c,4.19,5.5,7496;6463;,420.4;424.6;
671,6463,7496,420.42,424.9,c,4.48,5.5,6463;7496;,420.4;424.9;
672,7496,26123,420.42,429.5,c,9.08,11.7,7496;7728;27438;26123;,420.4;422.5;424.9;429.5;
673,26123,7728,420.42,427.7,c,7.28,8.9,26123;27438;7728;,420.4;425.1;427.7;
674,7496,27438,420.42,424.9,c,4.48,5.7,7496;7728;27438;,420.4;422.5;424.9;
675,26123,6463,420.42,434.1,c,13.68,17.2,26123;27438;7728;7496;6463;,420.4;425.1;427.7;429.8;434.1;
676,26123,7496,420.42,429.9,c,9.48,11.7,26123;27438;7728;7496;,420.4;425.1;427.7;429.9;
677,7496,7728,420.42,422.6,c,2.18,2.8,7496;7728;,420.4;422.6;
678,27438,7728,420.42,422.6,c,2.18,2.9,27438;7728;,420.4;422.6;
679,26123,27438,420.42,425.1,c,4.68,6,26123;27438;,420.4;425.1;
680,6463,7496,420.42,424.9,c,4.48,5.5,6463;7496;,420.4;424.9;
681,7728,27438,420.42,422.6,c,2.18,2.9,7728;27438;,420.4;422.6;
682,7728,7496,420.42,422.6,c,2.18,2.8,7728;7496;,420.4;422.6;
683,7496,6463,420.42,424.6,c,4.18,5.5,7496;6463;,420.4;424.6;
684,6463,7496,420.42,424.9,c,4.48,5.5,6463;7496;,420.4;424.9;
685,6463,27438,420.42,430.7,c,10.28,11.2,6463;7496;7728;27438;,420.4;424.9;428.4;430.7;
686,7496,7728,420.42,422.6,c,2.18,2.8,7496;7728;,420.4;422.6;
687,26123,27438,420.43,425.2,c,4.77,6,26123;27438;,420.4;425.2;
688,6463,7728,420.43,428.4,c,7.97,8.3,6463;7496;7728;,420.4;424.9;428.4;
689,27438,7496,420.43,424.8,c,4.37,5.7,27438;7728;7496;,420.4;422.6;424.8;
690,6463,7496,420.43,424.9,c,4.47,5.5,6463;7496;,420.4;424.9;
691,27438,7728,420.43,422.6,c,2.17,2.9,27438;7728;,420.4;422.6;
692,27438,26123,420.43,425,c,4.57,6,27438;26123;,420.4;425.0;
693,27438,6463,420.43,429.1,c,8.67,11.2,27438;7728;7496;6463;,420.4;422.6;424.7;429.1;
694,7496,7728,420.43,422.6,c,2.17,2.8,7496;7728;,420.4;422.6;
695,26123,7496,420.43,430,c,9.57,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
696,6463,7496,420.43,424.9,c,4.47,5.5,6463;7496;,420.4;424.9;
697,7496,27438,420.43,424.9,c,4.47,5.7,7496;7728;27438;,420.4;422.5;424.9;
698,7496,6463,420.43,424.6,c,4.17,5.5,7496;6463;,420.4;424.6;
699,26123,27438,420.43,425.2,c,4.77,6,26123;27438;,420.4;425.2;
700,7728,7496,420.43,422.6,c,2.17,2.8,7728;7496;,420.4;422.6;
701,6463,26123,420.43,435.3,c,14.87,17.2,6463;7496;7728;27438;26123;,420.4;424.9;428.4;430.7;435.3;
702,26123,7728,420.43,427.8,c,7.37,8.9,26123;27438;7728;,420.4;425.2;427.8;
703,6463,7496,420.43,424.9,c,4.47,5.5,6463;7496;,420.4;424.9;
704,27438,7728,420.43,422.6,c,2.17,2.9,27438;7728;,420.4;422.6;
705,7496,7728,420.43,422.7,c,2.27,2.8,7496;7728;,420.4;422.7;
706,6463,7496,420.44,424.9,c,4.46,5.5,6463;7496;,420.4;424.9;
707,26123,27438,420.44,425.2,c,4.76,6,26123;27438;,420.4;425.2;
708,27438,7496,420.44,424.8,c,4.36,5.7,27438;7728;7496;,420.4;422.6;424.8;
709,7728,27438,420.44,422.6,c,2.16,2.9,7728;27438;,420.4;422.6;
710,7496,6463,420.44,424.6,c,4.16,5.5,7496;6463;,420.4;424.6;
711,6463,7496,420.44,424.9,c,4.46,5.5,6463;7496;,420.4;424.9;
712,7496,7728,420.44,422.7,c,2.26,2.8,7496;7728;,420.4;422.7;
713,26123,7496,420.44,430,c,9.56,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
714,27438,26123,420.44,425,c,4.56,6,27438;26123;,420.4;425.0;
715,27438,7728,420.44,422.6,c,2.16,2.9,27438;7728;,420.4;422.6;
716,26123,27438,420.44,425.2,c,4.76,6,26123;27438;,420.4;425.2;
717,7728,7496,420.44,422.6,c,2.16,2.8,7728;7496;,420.4;422.6;
718,6463,7496,420.44,424.9,c,4.46,5.5,6463;7496;,420.4;424.9;
719,7496,27438,420.44,425,c,4.56,5.7,7496;7728;27438;,420.4;422.7;425.0;
720,6463,27438,420.44,430.7,c,10.26,11.2,6463;7496;7728;27438;,420.4;424.9;428.4;430.7;
721,6463,7728,420.44,428.4,c,7.96,8.3,6463;7496;7728;,420.4;424.9;428.4;
722,26123,6463,420.45,434.2,c,13.75,17.2,26123;27438;7728;7496;6463;,420.4;425.2;427.8;429.9;434.2;
723,7728,26123,420.45,427.3,c,6.85,8.9,7728;27438;26123;,420.4;422.6;427.3;
724,7496,7728,420.45,422.7,c,2.25,2.8,7496;7728;,420.4;422.7;
725,6463,7496,420.45,424.9,c,4.45,5.5,6463;7496;,420.4;424.9;
726,26123,7728,420.45,427.8,c,7.35,8.9,26123;27438;7728;,420.4;425.2;427.8;
727,7496,6463,420.45,424.6,c,4.15,5.5,7496;6463;,420.4;424.6;
728,7496,26123,420.45,429.6,c,9.15,11.7,7496;7728;27438;26123;,420.4;422.7;425.0;429.6;
729,26123,27438,420.45,425.2,c,4.75,6,26123;27438;,420.4;425.2;
730,27438,7496,420.45,424.9,c,4.45,5.7,27438;7728;7496;,420.4;422.6;424.9;
731,27438,7728,420.45,422.7,c,2.25,2.9,27438;7728;,420.4;422.7;
732,6463,7496,420.45,424.9,c,4.45,5.5,6463;7496;,420.4;424.9;
733,7496,7728,420.45,422.7,c,2.25,2.8,7496;7728;,420.4;422.7;
734,26123,7496,420.45,430,c,9.55,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
735,6463,7496,420.45,424.9,c,4.45,5.5,6463;7496;,420.4;424.9;
736,7728,7496,420.45,422.6,c,2.15,2.8,7728;7496;,420.4;422.6;
737,26123,27438,420.45,425.2,c,4.75,6,26123;27438;,420.4;425.2;
738,7728,27438,420.46,422.7,c,2.24,2.9,7728;27438;,420.4;422.7;
739,7496,7728,420.46,422.7,c,2.24,2.8,7496;7728;,420.4;422.7;
740,7496,6463,420.46,424.6,c,4.14,5.5,7496;6463;,420.4;424.6;
741,27438,26123,420.46,425,c,4.54,6,27438;26123;,420.4;425.0;
742,7496,27438,420.46,425,c,4.54,5.7,7496;7728;27438;,420.4;422.7;425.0;
743,6463,7496,420.46,424.9,c,4.44,5.5,6463;7496;,420.4;424.9;
744,27438,7728,420.46,422.7,c,2.24,2.9,27438;7728;,420.4;422.7;
745,26123,27438,420.46,425.2,c,4.74,6,26123;27438;,420.4;425.2;
746,6463,7496,420.46,424.9,c,4.44,5.5,6463;7496;,420.4;424.9;
747,7496,7728,420.46,422.7,c,2.24,2.8,7496;7728;,420.4;422.7;
748,27438,7496,420.46,424.9,c,4.44,5.7,27438;7728;7496;,420.4;422.6;424.9;
749,6463,26123,420.46,435.3,c,14.84,17.2,6463;7496;7728;27438;26123;,420.4;424.9;428.4;430.7;435.3;
750,26123,7728,420.46,427.8,c,7.34,8.9,26123;27438;7728;,420.4;425.2;427.8;
751,6463,7728,420.46,428.5,c,8.04,8.3,6463;7496;7728;,420.4;425.0;428.5;
752,26123,7496,420.46,430,c,9.54,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
753,6463,7496,420.46,425,c,4.54,5.5,6463;7496;,420.4;425.0;
754,6463,27438,420.47,430.8,c,10.33,11.2,6463;7496;7728;27438;,420.4;425.0;428.5;430.8;
755,7496,6463,420.47,424.6,c,4.13,5.5,7496;6463;,420.4;424.6;
756,7728,7496,420.47,422.6,c,2.13,2.8,7728;7496;,420.4;422.6;
757,27438,7728,420.47,422.7,c,2.23,2.9,27438;7728;,420.4;422.7;
758,26123,27438,420.47,425.2,c,4.73,6,26123;27438;,420.4;425.2;
759,7496,7728,420.47,422.7,c,2.23,2.8,7496;7728;,420.4;422.7;
760,6463,7496,420.47,425,c,4.53,5.5,6463;7496;,420.4;425.0;
761,7496,27438,420.47,425,c,4.53,5.7,7496;7728;27438;,420.4;422.7;425.0;
762,6463,7496,420.47,425,c,4.53,5.5,6463;7496;,420.4;425.0;
763,27438,26123,420.47,425,c,4.53,6,27438;26123;,420.4;425.0;
764,26123,27438,420.47,425.2,c,4.73,6,26123;27438;,420.4;425.2;
765,26123,6463,420.47,434.2,c,13.73,17.2,26123;27438;7728;7496;6463;,420.4;425.2;427.8;429.9;434.2;
766,7496,7728,420.47,422.7,c,2.23,2.8,7496;7728;,420.4;422.7;
767,7496,6463,420.47,424.6,c,4.13,5.5,7496;6463;,420.4;424.6;
768,27438,7728,420.47,422.7,c,2.23,2.9,27438;7728;,420.4;422.7;
769,27438,7496,420.47,424.9,c,4.43,5.7,27438;7728;7496;,420.4;422.6;424.9;
770,7728,27438,420.47,422.7,c,2.23,2.9,7728;27438;,420.4;422.7;
771,6463,7496,420.47,425,c,4.53,5.5,6463;7496;,420.4;425.0;
772,27438,6463,420.48,429.1,c,8.62,11.2,27438;7728;7496;6463;,420.4;422.7;424.9;429.1;
773,26123,7496,420.48,430,c,9.52,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
774,7728,7496,420.48,422.6,c,2.12,2.8,7728;7496;,420.4;422.6;
775,26123,27438,420.48,425.2,c,4.72,6,26123;27438;,420.4;425.2;
776,6463,7496,420.48,425,c,4.52,5.5,6463;7496;,420.4;425.0;
777,7496,7728,420.48,422.7,c,2.22,2.8,7496;7728;,420.4;422.7;
778,26123,7728,420.48,427.8,c,7.32,8.9,26123;27438;7728;,420.4;425.2;427.8;
779,7496,26123,420.48,429.6,c,9.12,11.7,7496;7728;27438;26123;,420.4;422.7;425.0;429.6;
780,6463,7496,420.48,425,c,4.52,5.5,6463;7496;,420.4;425.0;
781,27438,7728,420.48,422.7,c,2.22,2.9,27438;7728;,420.4;422.7;
782,7496,6463,420.48,424.6,c,4.12,5.5,7496;6463;,420.4;424.6;
783,6463,7728,420.48,428.5,c,8.02,8.3,6463;7496;7728;,420.4;425.0;428.5;
784,7496,7728,420.48,422.7,c,2.22,2.8,7496;7728;,420.4;422.7;
785,26123,27438,420.48,425.2,c,4.72,6,26123;27438;,420.4;425.2;
786,7496,27438,420.48,425,c,4.52,5.7,7496;7728;27438;,420.4;422.7;425.0;
787,6463,7496,420.49,425,c,4.51,5.5,6463;7496;,420.4;425.0;
788,6463,27438,420.49,430.8,c,10.31,11.2,6463;7496;7728;27438;,420.4;425.0;428.5;430.8;
789,27438,26123,420.49,425,c,4.51,6,27438;26123;,420.4;425.0;
790,27438,7496,420.49,424.9,c,4.41,5.7,27438;7728;7496;,420.4;422.7;424.9;
791,26123,7496,420.49,430,c,9.51,11.7,26123;27438;7728;7496;,420.4;425.2;427.8;430.0;
792,7728,7496,420.49,422.6,c,2.11,2.8,7728;7496;,420.4;422.6;
793,6463,7496,420.49,425,c,4.51,5.5,6463;7496;,420.4;425.0;
794,7496,7728,420.49,422.7,c,2.21,2.8,7496;7728;,420.4;422.7;
795,27438,7728,420.49,422.7,c,2.21,2.9,27438;7728;,420.4;422.7;
796,26123,27438,420.49,425.2,c,4.71,6,26123;27438;,420.4;425.2;
797,7496,6463,420.49,424.6,c,4.11,5.5,7496;6463;,420.4;424.6;
798,6463,7496,420.49,425,c,4.51,5.5,6463;7496;,420.4;425.0;
799,7728,27438,420.49,422.7,c,2.21,2.9,7728;27438;,420.4;422.7;
800,6463,26123,420.49,435.4,c,14.91,17.2,6463;7496;7728;27438;26123;,420.4;425.0;428.5;430.8;435.4;
801,26123,7728,420.49,427.9,c,7.41,8.9,26123;27438;7728;,420.4;425.3;427.9;
802,7496,7728,420.49,422.7,c,2.21,2.8,7496;7728;,420.4;422.7;
803,6463,7496,420.5,425,c,4.5,5.5,6463;7496;,420.4;425.0;
804,26123,27438,420.5,425.3,c,4.8,6,26123;27438;,420.4;425.3;
805,7496,27438,420.5,425,c,4.5,5.7,7496;7728;27438;,420.4;422.6;425.0;
806,27438,7728,420.5,422.7,c,2.2,2.9,27438;7728;,420.4;422.7;
807,27438,7496,420.5,424.9,c,4.4,5.7,27438;7728;7496;,420.4;422.7;424.9;
808,6463,7496,420.5,425,c,4.5,5.5,6463;7496;,420.4;425.0;
809,26123,7496,420.5,430.1,c,9.6,11.7,26123;27438;7728;7496;,420.4;425.3;427.9;430.1;
810,7728,7496,420.5,422.6,c,2.1,2.8,7728;7496;,420.4;422.6;
811,7496,6463,420.5,424.7,c,4.2,5.5,7496;6463;,420.5;424.7;
812,7496,7728,420.5,422.7,c,2.2,2.8,7496;7728;,420.5;422.7;
813,26123,6463,420.5,434.4,c,13.9,17.2,26123;27438;7728;7496;6463;,420.5;425.3;428.0;430.1;434.4;
814,27438,26123,420.5,425,c,4.5,6,27438;26123;,420.5;425.0;
815,7728,6463,420.5,426.9,c,6.4,8.3,7728;7496;6463;,420.5;422.6;426.9;
816,26123,27438,420.5,425.3,c,4.8,6,26123;27438;,420.5;425.3;
817,6463,7728,420.5,428.5,c,8,8.3,6463;7496;7728;,420.5;425.0;428.5;
818,6463,7496,420.5,425,c,4.5,5.5,6463;7496;,420.5;425.0;
819,7496,7728,420.51,422.7,c,2.19,2.8,7496;7728;,420.5;422.7;
820,27438,7728,420.51,422.7,c,2.19,2.9,27438;7728;,420.5;422.7;
821,6463,7496,420.51,425,c,4.49,5.5,6463;7496;,420.5;425.0;
822,6463,27438,420.51,430.9,c,10.39,11.2,6463;7496;7728;27438;,420.5;425.0;428.6;430.9;
823,26123,27438,420.51,425.3,c,4.79,6,26123;27438;,420.5;425.3;
824,7496,6463,420.51,424.7,c,4.19,5.5,7496;6463;,420.5;424.7;
825,6463,7496,420.51,425,c,4.49,5.5,6463;7496;,420.5;425.0;
826,26123,7728,420.51,428,c,7.49,8.9,26123;27438;7728;,420.5;425.3;428.0;
827,26123,7496,420.51,430.2,c,9.69,11.7,26123;27438;7728;7496;,420.5;425.3;428.0;430.2;
828,27438,7496,420.51,424.9,c,4.39,5.7,27438;7728;7496;,420.5;422.7;424.9;
829,7496,7728,420.51,422.7,c,2.19,2.8,7496;7728;,420.5;422.7;
830,7728,7496,420.51,422.6,c,2.09,2.8,7728;7496;,420.5;422.6;
831,7728,27438,420.51,422.7,c,2.19,2.9,7728;27438;,420.5;422.7;
832,7496,27438,420.51,425,c,4.49,5.7,7496;7728;27438;,420.5;422.6;425.0;
833,7496,26123,420.51,429.6,c,9.09,11.7,7496;7728;27438;26123;,420.5;422.6;425.0;429.6;
834,6463,7496,420.51,425,c,4.49,5.5,6463;7496;,420.5;425.0;
835,26123,27438,420.51,425.3,c,4.79,6,26123;27438;,420.5;425.3;
836,27438,7728,420.51,422.7,c,2.19,2.9,27438;7728;,420.5;422.7;
837,27438,26123,420.52,425,c,4.48,6,27438;26123;,420.5;425.0;
838,6463,7496,420.52,425,c,4.48,5.5,6463;7496;,420.5;425.0;
839,7496,7728,420.52,422.8,c,2.28,2.8,7496;7728;,420.5;422.8;
840,7496,6463,420.52,424.7,c,4.18,5.5,7496;6463;,420.5;424.7;
841,26123,27438,420.52,425.3,c,4.78,6,26123;27438;,420.5;425.3;
842,6463,7496,420.52,425,c,4.48,5.5,6463;7496;,420.5;425.0;
843,27438,7728,420.52,422.7,c,2.18,2.9,27438;7728;,420.5;422.7;
844,6463,7728,420.52,428.7,c,8.18,8.3,6463;7496;7728;,420.5;425.1;428.7;
845,7496,7728,420.52,422.8,c,2.28,2.8,7496;7728;,420.5;422.8;
846,26123,7496,420.52,430.2,c,9.68,11.7,26123;27438;7728;7496;,420.5;425.3;428.0;430.2;
847,7728,7496,420.52,422.7,c,2.18,2.8,7728;7496;,420.5;422.7;
848,27438,7496,420.52,424.9,c,4.38,5.7,27438;7728;7496;,420.5;422.7;424.9;
849,27438,6463,420.52,429.1,c,8.58,11.2,27438;7728;7496;6463;,420.5;422.7;424.8;429.1;
850,6463,7496,420.52,425.1,c,4.58,5.5,6463;7496;,420.5;425.1;
851,7496,27438,420.52,425.1,c,4.58,5.7,7496;7728;27438;,420.5;422.8;425.1;
852,6463,26123,420.52,435.6,c,15.08,17.2,6463;7496;7728;27438;26123;,420.5;425.1;428.7;431.0;435.6;
853,26123,7728,420.53,428,c,7.47,8.9,26123;27438;7728;,420.5;425.3;428.0;
854,26123,27438,420.53,425.3,c,4.77,6,26123;27438;,420.5;425.3;
855,7496,6463,420.53,424.7,c,4.17,5.5,7496;6463;,420.5;424.7;
856,6463,7496,420.53,425.1,c,4.57,5.5,6463;7496;,420.5;425.1;
857,7496,7728,420.53,422.8,c,2.27,2.8,7496;7728;,420.5;422.8;
858,26123,6463,420.53,434.4,c,13.87,17.2,26123;27438;7728;7496;6463;,420.5;425.3;428.0;430.1;434.4;
859,6463,27438,420.53,431,c,10.47,11.2,6463;7496;7728;27438;,420.5;425.1;428.7;431.0;
860,7728,27438,420.53,422.7,c,2.17,2.9,7728;27438;,420.5;422.7;
861,27438,7728,420.53,422.7,c,2.17,2.9,27438;7728;,420.5;422.7;
862,6463,7496,420.53,425.1,c,4.57,5.5,6463;7496;,420.5;425.1;
863,27438,26123,420.53,425.1,c,4.57,6,27438;26123;,420.5;425.1;
864,26123,27438,420.53,425.3,c,4.77,6,26123;27438;,420.5;425.3;
865,7496,7728,420.53,422.8,c,2.27,2.8,7496;7728;,420.5;422.8;
866,6463,7496,420.53,425.1,c,4.57,5.5,6463;7496;,420.5;425.1;
867,7728,7496,420.53,422.7,c,2.17,2.8,7728;7496;,420.5;422.7;
868,26123,7496,420.53,430.2,c,9.67,11.7,26123;27438;7728;7496;,420.5;425.3;428.0;430.2;
869,7728,26123,420.53,427.3,c,6.77,8.9,7728;27438;26123;,420.5;422.7;427.3;
870,7496,6463,420.53,424.7,c,4.17,5.5,7496;6463;,420.5;424.7;
871,27438,7496,420.54,424.9,c,4.36,5.7,27438;7728;7496;,420.5;422.7;424.9;
872,6463,7496,420.54,425.1,c,4.56,5.5,6463;7496;,420.5;425.1;
873,26123,27438,420.54,425.3,c,4.76,6,26123;27438;,420.5;425.3;
874,27438,7728,420.54,422.7,c,2.16,2.9,27438;7728;,420.5;422.7;
875,7496,27438,420.54,425.1,c,4.56,5.7,7496;7728;27438;,420.5;422.8;425.1;
876,7496,7728,420.54,422.8,c,2.26,2.8,7496;7728;,420.5;422.8;
877,26123,7728,420.54,428,c,7.46,8.9,26123;27438;7728;,420.5;425.3;428.0;
878,6463,7496,420.54,425.1,c,4.56,5.5,6463;7496;,420.5;425.1;
879,6463,7728,420.54,428.7,c,8.16,8.3,6463;7496;7728;,420.5;425.1;428.7;
880,7496,6463,420.54,424.7,c,4.16,5.5,7496;6463;,420.5;424.7;
881,26123,27438,420.54,425.3,c,4.76,6,26123;27438;,420.5;425.3;
882,7496,7728,420.54,422.8,c,2.26,2.8,7496;7728;,420.5;422.8;
883,6463,7496,420.54,425.1,c,4.56,5.5,6463;7496;,420.5;425.1;
884,7496,26123,420.54,429.7,c,9.16,11.7,7496;7728;27438;26123;,420.5;422.8;425.1;429.7;
885,7728,7496,420.55,422.7,c,2.15,2.8,7728;7496;,420.5;422.7;
886,27438,7728,420.55,422.8,c,2.25,2.9,27438;7728;,420.5;422.8;
887,27438,26123,420.55,425.1,c,4.55,6,27438;26123;,420.5;425.1;
888,26123,7496,420.55,430.2,c,9.65,11.7,26123;27438;7728;7496;,420.5;425.3;428.0;430.2;
889,27438,7496,420.55,425,c,4.45,5.7,27438;7728;7496;,420.5;422.7;425.0;
890,6463,7496,420.55,425.1,c,4.55,5.5,6463;7496;,420.5;425.1;
891,7728,27438,420.55,422.8,c,2.25,2.9,7728;27438;,420.5;422.8;
892,26123,27438,420.55,425.3,c,4.75,6,26123;27438;,420.5;425.3;
893,7496,7728,420.55,422.8,c,2.25,2.8,7496;7728;,420.5;422.8;
894,6463,27438,420.55,431,c,10.45,11.2,6463;7496;7728;27438;,420.5;425.1;428.7;431.0;
895,6463,7496,420.55,425.1,c,4.55,5.5,6463;7496;,420.5;425.1;
896,7496,27438,420.55,425.1,c,4.55,5.7,7496;7728;27438;,420.5;422.8;425.1;
897,7496,6463,420.55,424.7,c,4.15,5.5,7496;6463;,420.5;424.7;
898,27438,7728,420.55,422.8,c,2.25,2.9,27438;7728;,420.5;422.8;
899,6463,7496,420.55,425.1,c,4.55,5.5,6463;7496;,420.5;425.1;
900,7496,7728,420.55,422.8,c,2.25,2.8,7496;7728;,420.5;422.8;
901,26123,27438,420.56,425.3,c,4.74,6,26123;27438;,420.5;425.3;
902,6463,26123,420.56,435.6,c,15.04,17.2,6463;7496;7728;27438;26123;,420.5;425.1;428.7;431.0;435.6;
903,26123,7728,420.56,428,c,7.44,8.9,26123;27438;7728;,420.5;425.3;428.0;
904,26123,6463,420.56,434.4,c,13.84,17.2,26123;27438;7728;7496;6463;,420.5;425.3;428.0;430.1;434.4;
905,7728,7496,420.56,422.7,c,2.14,2.8,7728;7496;,420.5;422.7;
906,26123,7496,420.56,430.3,c,9.74,11.7,26123;27438;7728;7496;,420.5;425.4;428.1;430.3;
907,6463,7496,420.56,425.1,c,4.54,5.5,6463;7496;,420.5;425.1;
908,27438,7496,420.56,425,c,4.44,5.7,27438;7728;7496;,420.5;422.7;425.0;
909,7496,7728,420.56,422.8,c,2.24,2.8,7496;7728;,420.5;422.8;
910,27438,26123,420.56,425.1,c,4.54,6,27438;26123;,420.5;425.1;
911,7496,6463,420.56,424.7,c,4.14,5.5,7496;6463;,420.5;424.7;
912,6463,7728,420.56,428.7,c,8.14,8.3,6463;7496;7728;,420.5;425.1;428.7;
913,26123,27438,420.56,425.4,c,4.84,6,26123;27438;,420.5;425.4;
914,27438,7728,420.56,422.8,c,2.24,2.9,27438;7728;,420.5;422.8;
915,6463,7496,420.56,425.1,c,4.54,5.5,6463;7496;,420.5;425.1;
916,6463,7496,420.57,425.1,c,4.54,5.5,6463;7496;,420.5;425.1;
917,7496,27438,420.57,425.1,c,4.53,5.7,7496;7728;27438;,420.5;422.8;425.1;
918,7496,7728,420.57,422.8,c,2.23,2.8,7496;7728;,420.5;422.8;
919,7728,27438,420.57,422.8,c,2.23,2.9,7728;27438;,420.5;422.8;
